店铺名称,店铺详情,店铺评分,评价人数,人均消费,店铺地址
桂源铺（月浦吉买盛店）,https://www.meituan.com/meishi/182490531/,4.6,347,12.0,月浦镇
7分甜（上海环贸iapm店）,https://www.meituan.com/meishi/1013748476/,4.5,183,20.0,淮海路
CoCo都可（崇明电影院店）,https://www.meituan.com/meishi/108481211/,4.4,401,11.0,南门
1点点（天等店）,https://www.meituan.com/meishi/179627502/,4.4,0,18.0,上海南站
桂源铺（川沙家乐福店）,https://www.meituan.com/meishi/165847475/,4.3,507,17.0,川沙
CoCo都可（平顺店）,https://www.meituan.com/meishi/40386685/,3.8,427,11.0,彭浦新村
1点点（定西店）,https://www.meituan.com/meishi/2731953/,4.2,0,15.0,中山公园/江苏路
1点点（莘朱店）,https://www.meituan.com/meishi/64019853/,4.2,0,16.0,莘庄
7分甜（上海浦东三钢里店）,https://www.meituan.com/meishi/1834204886/,4.2,283,20.0,上南地区
悸动烧仙草（新港路店）,https://www.meituan.com/meishi/194641346/,4.3,64,15.0,松江区
1点点（青浦富绅中心店）,https://www.meituan.com/meishi/117477639/,3.9,0,16.0,家乐福/富绅国际
7分甜（上海浦东临港宝龙店）,https://www.meituan.com/meishi/1623122274/,4.7,369,20.0,滴水湖临港地区
桂源铺（宝山花园城店）,https://www.meituan.com/meishi/1671208424/,4.3,103,20.0,杨行镇
1点点（古方路店）,https://www.meituan.com/meishi/70546760/,4.1,0,15.0,莲花路/南方商城
CoCo都可（罗秀店）,https://www.meituan.com/meishi/5696704/,3.9,361,13.0,上海南站
1点点（莘庄龙之梦店）,https://www.meituan.com/meishi/160101438/,4.1,0,19.0,莘庄
桂源铺（闻喜路店）,https://www.meituan.com/meishi/160288140/,4.6,667,16.0,彭浦新村
7分甜（复地活力城店）,https://www.meituan.com/meishi/1447731206/,4.3,356,19.0,御桥
1点点（金山百联店）,https://www.meituan.com/meishi/195000207/,3.6,0,19.0,金山卫
1点点（新会店）,https://www.meituan.com/meishi/1582319/,4.0,0,15.0,长寿路
CoCo都可（东兰店）,https://www.meituan.com/meishi/110328368/,4.2,296,12.0,万源城/东兰路
快乐柠檬happylemon（新E街店）,https://www.meituan.com/meishi/157036145/,3.8,32,20.0,嘉定镇
7分甜（上海浦江生活广场店）,https://www.meituan.com/meishi/1046643824/,4.5,289,19.0,浦江镇
悸动烧仙草（龙茗路店）,https://www.meituan.com/meishi/1081067093/,4.2,17,17.0,万源城/东兰路
OT另茶（上海万象城店）,https://www.meituan.com/meishi/911929892/,4.1,15,25.0,虹桥镇
1点点（肇嘉浜路店）,https://www.meituan.com/meishi/50322096/,3.8,0,15.0,肇嘉浜路/中山医院
7分甜（上海桃浦新邻天地店）,https://www.meituan.com/meishi/1141147800/,4.5,177,19.0,桃浦
桂源铺（崇明堡镇店）,https://www.meituan.com/meishi/98017567/,4.2,1149,19.0,堡镇
1点点（新鞍山路店）,https://www.meituan.com/meishi/1040245076/,4.6,0,17.0,控江地区
桂源铺（场中路店）,https://www.meituan.com/meishi/182358919/,4.6,301,15.0,上海大学
悸动烧仙草（芳华路店）,https://www.meituan.com/meishi/894248929/,3.9,84,15.0,北蔡
7分甜（上海浦东唐镇阳光天地店）,https://www.meituan.com/meishi/1361969369/,4.6,273,17.0,唐镇
CoCo都可（灵石店）,https://www.meituan.com/meishi/160473998/,4.4,221,13.0,大宁地区
和气桃桃（闵行龙湖天街店）,https://www.meituan.com/meishi/1205328033/,4.0,24,17.0,老闵行/交大师大
桂源铺（大华巴黎春天店）,https://www.meituan.com/meishi/111875700/,4.6,408,20.0,大华地区
悸动烧仙草（塘浚路店）,https://www.meituan.com/meishi/885791948/,3.9,22,16.0,佘山
1点点（七宝乐购店）,https://www.meituan.com/meishi/165287611/,4.1,0,17.0,七宝
桂源铺（曹路宝龙家乐福店）,https://www.meituan.com/meishi/177754015/,4.2,574,17.0,曹路
和气桃桃（百盛优客店）,https://www.meituan.com/meishi/756794321/,4.1,36,18.0,天山
悸动烧仙草（沪杭公路店）,https://www.meituan.com/meishi/193496118/,4.7,76,15.0,西渡镇
CoCo都可（国际时尚中心店）,https://www.meituan.com/meishi/118910415/,4.2,361,12.0,杨浦区
CoCo都可（罗芬店）,https://www.meituan.com/meishi/99582934/,4.1,357,13.0,美兰湖
快乐柠檬happylemon（川沙百联店）,https://www.meituan.com/meishi/157806068/,4.1,558,12.0,川沙
悸动烧仙草（茸梅路店）,https://www.meituan.com/meishi/924464533/,3.9,26,17.0,松江大学城
7分甜（上海长宁金虹桥店）,https://www.meituan.com/meishi/770091331/,4.6,160,20.0,天山
7分甜（金桥家乐福店）,https://www.meituan.com/meishi/1527675372/,4.9,76,21.0,碧云社区
悸动烧仙草（新绿路店）,https://www.meituan.com/meishi/1807850604/,4.3,99,15.0,松江区
1点点（高东园恒路店）,https://www.meituan.com/meishi/90939828/,4.1,0,15.0,高东/杨园
悸动烧仙草（迁虹路店）,https://www.meituan.com/meishi/183975441/,4.2,71,15.0,虹桥火车站/国展中心
悸动烧仙草（新绿路店）,https://www.meituan.com/meishi/1807850604/,4.3,99,15.0,松江区
1点点（高东园恒路店）,https://www.meituan.com/meishi/90939828/,4.1,0,15.0,高东/杨园
悸动烧仙草（迁虹路店）,https://www.meituan.com/meishi/183975441/,4.2,71,15.0,虹桥火车站/国展中心
快乐柠檬happylemon（川沙绿地东海岸店）,https://www.meituan.com/meishi/194273131/,4.5,214,19.0,川沙
快乐柠檬happylemon（成山巴黎春天店）,https://www.meituan.com/meishi/471962/,4.0,363,19.0,北蔡
1点点（水产西路店）,https://www.meituan.com/meishi/91432263/,3.8,0,17.0,顾村公园
和气桃桃（宝山万达店）,https://www.meituan.com/meishi/1741420572/,4.3,26,16.0,宝山万达广场
CoCo都可（朱泾万安店）,https://www.meituan.com/meishi/165631842/,4.3,756,10.0,朱泾镇
1点点（腾克店）,https://www.meituan.com/meishi/77769653/,4.2,0,15.0,曲阳地区
7分甜（浦东清溪路店）,https://www.meituan.com/meishi/1793777960/,4.8,245,20.0,外高桥
7分甜（上海松江三湘商业广场店）,https://www.meituan.com/meishi/787393675/,4.8,287,19.0,泗泾镇
7分甜（上海闵行莘朱路店）,https://www.meituan.com/meishi/195153416/,4.5,170,20.0,莘庄
1点点（中骏广场店）,https://www.meituan.com/meishi/190559076/,3.7,0,18.0,虹桥火车站/国展中心
茶百道（甜爱路店）,https://www.meituan.com/meishi/1369481147/,4.7,10,0.0,虹口足球场/鲁迅公园
CoCo都可（新世界店）,https://www.meituan.com/meishi/113587260/,4.1,568,14.0,人民广场/南京路
悸动烧仙草（浦东东波路店）,https://www.meituan.com/meishi/1640903185/,4.3,64,15.0,高行
1点点（曹路家乐福店）,https://www.meituan.com/meishi/152729859/,4.0,0,16.0,曹路
桂源铺（通河路店）,https://www.meituan.com/meishi/952893693/,4.7,183,19.0,通河/泗塘
1点点（京华路店）,https://www.meituan.com/meishi/1602022127/,4.1,0,19.0,徐泾
CoCo都可（松江文汇二店）,https://www.meituan.com/meishi/75374104/,4.1,226,12.0,松江大学城
1点点（白玉兰店）,https://www.meituan.com/meishi/190390796/,4.1,0,16.0,海宁路/七浦路
CoCo都可（航北店）,https://www.meituan.com/meishi/1596554/,4.2,278,13.0,七宝
1点点（川沙家乐福店）,https://www.meituan.com/meishi/113839048/,3.9,0,15.0,川沙
C忆茶室,https://www.meituan.com/meishi/122439435/,4.2,84,15.0,海湾旅游区
CoCo都可（国权北店）,https://www.meituan.com/meishi/160424907/,4.2,239,12.0,新江湾城
CoCo都可（中原城市广场店）,https://www.meituan.com/meishi/65910315/,4.3,410,11.0,中原地区
悸动烧仙草（新河店）,https://www.meituan.com/meishi/182364624/,4.1,102,15.0,崇明区
悸动烧仙草（浦东科苑路店）,https://www.meituan.com/meishi/1568051000/,4.6,106,15.0,张江
CoCo都可（智慧湾店）,https://www.meituan.com/meishi/180552240/,4.5,197,13.0,宝山区
桂源铺（凌云壹街坊店）,https://www.meituan.com/meishi/161837072/,4.3,366,18.0,上海南站
R&B珍奶（青村店）,https://www.meituan.com/meishi/1510045830/,4.5,16,13.0,奉贤区
1点点（亿丰时代广场店）,https://www.meituan.com/meishi/192907370/,4.1,0,17.0,三林地区
1点点（亿丰时代广场店）,https://www.meituan.com/meishi/192907370/,4.1,0,17.0,三林地区
CoCo都可（通河地铁店）,https://www.meituan.com/meishi/164488613/,4.3,279,13.0,庙行/共康
CoCo都可（中华新二店）,https://www.meituan.com/meishi/91704016/,4.2,153,13.0,上海火车站/客运汽车总站
贡茶（梅龙广场店）,https://www.meituan.com/meishi/1596543874/,3.8,33,14.0,南京西路
7分甜（上海长宁来福士店）,https://www.meituan.com/meishi/190409533/,4.4,303,20.0,中山公园/江苏路
老虎堂TIGER SUGAR（BFC外滩金融中心店）,https://www.meituan.com/meishi/1778842671/,4.1,14,28.0,外滩
悸动烧仙草（新源店）,https://www.meituan.com/meishi/754279830/,4.3,103,16.0,安亭新源路
7分甜（上海杨浦大润发店）,https://www.meituan.com/meishi/964877184/,4.3,191,21.0,五角场/大学区
桂源铺（万嘉商业广场一店）,https://www.meituan.com/meishi/162916963/,4.4,643,17.0,高行
茉沏（博荟广场店）,https://www.meituan.com/meishi/842203282/,4.2,1,16.0,西藏南路/世博会馆
桂源铺（环球港店）,https://www.meituan.com/meishi/70374539/,4.6,856,15.0,月星环球港
悸动烧仙草（水清路店）,https://www.meituan.com/meishi/988525451/,4.3,24,16.0,莘庄
7分甜（嘉定方锦路店）,https://www.meituan.com/meishi/778824270/,4.9,87,21.0,安亭镇
1点点（西藏南路店）,https://www.meituan.com/meishi/96993682/,4.1,0,16.0,老西门/陆家浜路
1点点（东方万国店）,https://www.meituan.com/meishi/194905691/,4.4,0,0.0,金桥
1点点（中环百联店）,https://www.meituan.com/meishi/4256511/,4.2,0,15.0,梅川路步行街
CoCo都可（纪信店）,https://www.meituan.com/meishi/189274217/,4.0,321,13.0,虹桥火车站/国展中心
厝内小眷村（黄浦新邻生活店）,https://www.meituan.com/meishi/158815159/,4.3,67,28.0,老西门/陆家浜路
CoCo都可（靖宇东路店）,https://www.meituan.com/meishi/94745738/,4.1,289,12.0,黄兴公园
7分甜（上海长宁KING88店）,https://www.meituan.com/meishi/964311641/,4.7,103,20.0,中山公园/江苏路
7分甜（上海浦东新大陆店）,https://www.meituan.com/meishi/1372448645/,4.7,136,21.0,陆家嘴
快乐柠檬happylemon（陕西北路巴黎春天店）,https://www.meituan.com/meishi/499315/,4.1,404,19.0,长寿路
悸动烧仙草（万辉国际广场店）,https://www.meituan.com/meishi/1452864698/,4.0,180,15.0,莲花路/南方商城
悸动烧仙草（腾冲路店）,https://www.meituan.com/meishi/1341116363/,3.9,24,17.0,莘庄
1点点（宝山花园城店）,https://www.meituan.com/meishi/1537229956/,3.5,0,16.0,杨行镇
悸动烧仙草（廊下店）,https://www.meituan.com/meishi/1123737114/,4.2,83,15.0,廊下
快乐柠檬happylemon（宝山家乐福店）,https://www.meituan.com/meishi/5556725/,4.2,173,19.0,通河/泗塘
CoCo都可（乍浦店）,https://www.meituan.com/meishi/100483032/,3.9,350,10.0,海宁路/七浦路
世界茶饮（理工店）,https://www.meituan.com/meishi/178046701/,3.8,1,16.0,黄兴公园
快乐柠檬happylemon（新德西路店）,https://www.meituan.com/meishi/64411158/,4.1,232,20.0,川沙
悸动烧仙草（文涵路店）,https://www.meituan.com/meishi/1610969217/,4.4,74,15.0,泰晤士小镇
快乐柠檬happylemon（良华购物广场店）,https://www.meituan.com/meishi/763102228/,3.8,54,19.0,虹桥火车站/国展中心
CoCo都可（安顺店）,https://www.meituan.com/meishi/1587751/,4.1,200,13.0,虹桥/古北
悸动烧仙草（新环广场店）,https://www.meituan.com/meishi/917830077/,4.3,70,17.0,新场
厝内小眷村（宝山宝乐汇店）,https://www.meituan.com/meishi/110226350/,4.2,90,27.0,宝山城区/吴淞
1点点（南翔印象城MEGA店）,https://www.meituan.com/meishi/1959616630/,3.7,0,17.0,南翔
悸动烧仙草（普庆路店）,https://www.meituan.com/meishi/1687105762/,3.9,57,15.0,江镇
桂源铺（吴泾宝龙店）,https://www.meituan.com/meishi/159694063/,4.6,398,15.0,老闵行/交大师大
世界茶饮（聚丰园路店）,https://www.meituan.com/meishi/193878772/,4.6,34,16.0,上海大学
椿风·养身茶饮（百联世纪店）,https://www.meituan.com/meishi/856875934/,4.0,53,21.0,陆家嘴
厝内小眷村（松江文汇店）,https://www.meituan.com/meishi/175372030/,4.6,12,28.0,松江大学城
快乐柠檬happylemon（凯龙金桥店）,https://www.meituan.com/meishi/73663295/,4.0,57,20.0,金桥
厝内小眷村（松江大学城店）,https://www.meituan.com/meishi/165435691/,4.6,62,27.0,松江大学城
1点点（柳州家乐福店）,https://www.meituan.com/meishi/110423124/,4.0,0,19.0,漕河泾/田林
1点点（陕西南路店）,https://www.meituan.com/meishi/40611150/,4.0,0,20.0,淮海路
厝内小眷村（浦东施湾沃尔玛店）,https://www.meituan.com/meishi/1393898903/,4.3,19,28.0,浦东机场/机场镇
1点点（水电路店）,https://www.meituan.com/meishi/40550982/,4.1,0,17.0,凉城/江湾镇
1点点（静安九百店）,https://www.meituan.com/meishi/195047323/,4.3,0,15.0,静安寺
7分甜（上海虹口新兴旺二店）,https://www.meituan.com/meishi/914644244/,4.5,25,21.0,海宁路/七浦路
7分甜（上海杨浦复旦软件园店）,https://www.meituan.com/meishi/554912579/,4.5,202,18.0,平凉路/东外滩
桂源铺（证大大拇指店）,https://www.meituan.com/meishi/158916872/,4.4,249,20.0,联洋
桂源铺（漕宝日月光店）,https://www.meituan.com/meishi/195141639/,4.5,546,15.0,漕河泾/田林
快乐柠檬happylemon（上海罗芬世纪联华店）,https://www.meituan.com/meishi/1524637462/,4.1,185,19.0,美兰湖
7分甜（上海黄浦恒基名人店）,https://www.meituan.com/meishi/1281465044/,4.5,272,20.0,南京东路
悸动烧仙草（曹安公路店）,https://www.meituan.com/meishi/523936991/,4.2,45,16.0,江桥
悸动烧仙草（兴塔店）,https://www.meituan.com/meishi/193222354/,4.3,132,15.0,金山区
7分甜（上海普陀光新乐购店）,https://www.meituan.com/meishi/1166363105/,4.6,110,20.0,中山北路/甘泉地区
royaltea皇茶（汇友路店）,https://www.meituan.com/meishi/159979422/,4.1,7,10.0,新场
1点点（新闸店）,https://www.meituan.com/meishi/6556960/,4.2,0,15.0,大悦城
7分甜（上海虹口上滨广场店）,https://www.meituan.com/meishi/1334360933/,4.6,232,21.0,临平路/和平公园
7分甜（杨浦国和广场店）,https://www.meituan.com/meishi/790456754/,4.6,155,20.0,中原地区
CoCo都可（彰武二店）,https://www.meituan.com/meishi/159930691/,4.3,363,11.0,控江地区
熊姬手作茶物（奉贤宝龙店）,https://www.meituan.com/meishi/195044564/,4.6,95,20.0,易买得
CoCo都可（永德店）,https://www.meituan.com/meishi/468998/,4.1,451,12.0,吴泾镇
CoCo都可（彰武二店）,https://www.meituan.com/meishi/159930691/,4.3,363,11.0,控江地区
熊姬手作茶物（奉贤宝龙店）,https://www.meituan.com/meishi/195044564/,4.6,95,20.0,易买得
CoCo都可（永德店）,https://www.meituan.com/meishi/468998/,4.1,451,12.0,吴泾镇
7分甜（上海嘉定万达店）,https://www.meituan.com/meishi/192977095/,4.3,324,21.0,嘉定新城
桂源铺（满天星广场店）,https://www.meituan.com/meishi/184350557/,4.5,383,17.0,浦江镇
TPLUS茶家（新邻店）,https://www.meituan.com/meishi/51472984/,4.5,27,22.0,老西门/陆家浜路
悸动烧仙草（南翔槎溪路店）,https://www.meituan.com/meishi/1420397430/,4.2,66,16.0,南翔
茉沏（凌云沃尔玛店）,https://www.meituan.com/meishi/196001671/,4.3,14,16.0,上海南站
蜜雪冰城（闻喜路店）,https://www.meituan.com/meishi/1116684420/,3.9,0,7.0,彭浦新村
桂源铺（愚园路店）,https://www.meituan.com/meishi/117820809/,4.4,317,20.0,中山公园/江苏路
7分甜（上海徐汇正大乐城店）,https://www.meituan.com/meishi/1468104948/,4.2,214,18.0,龙华/西岸
悸动烧仙草（浦东周泰路店）,https://www.meituan.com/meishi/1187251434/,4.0,13,17.0,康桥/周浦
快乐柠檬happylemon（万祥店）,https://www.meituan.com/meishi/1733685496/,4.4,131,20.0,滴水湖临港地区
悸动烧仙草（康桥店）,https://www.meituan.com/meishi/1038018649/,4.1,37,15.0,康桥/周浦
桂源铺（歌斐中心店）,https://www.meituan.com/meishi/163315007/,4.3,160,20.0,西藏南路/世博会馆
CoCo都可（江苏北店）,https://www.meituan.com/meishi/116423580/,4.1,264,13.0,中山公园/江苏路
悸动烧仙草（旭辉广场店）,https://www.meituan.com/meishi/536234119/,4.1,201,15.0,华漕
桂源铺（凯德七宝购物广场店）,https://www.meituan.com/meishi/1521293334/,4.7,106,20.0,七宝
1点点（虹口龙之梦店）,https://www.meituan.com/meishi/159199296/,4.0,0,19.0,虹口足球场/鲁迅公园
本宫的茶（九亭店）,https://www.meituan.com/meishi/1101178451/,4.0,111,18.0,九亭
CoCo都可（城中三店）,https://www.meituan.com/meishi/158888044/,4.3,334,12.0,嘉定镇
CoCo都可（平凉二店）,https://www.meituan.com/meishi/1587360/,4.2,405,11.0,平凉路/东外滩
1点点（政通店）,https://www.meituan.com/meishi/42115247/,4.0,0,14.0,五角场/大学区
1点点（宝乐汇店）,https://www.meituan.com/meishi/96444975/,3.8,0,18.0,宝山城区/吴淞
悸动烧仙草（永德路二店）,https://www.meituan.com/meishi/1815041587/,4.6,68,16.0,吴泾镇
CoCo都可（芷江中店）,https://www.meituan.com/meishi/1581741/,4.0,323,13.0,西藏北路/中兴路
巡茶（隆昌路店）,https://www.meituan.com/meishi/177759881/,3.9,31,18.0,平凉路/东外滩
RBTEA珍奶会所（庙前街店）,https://www.meituan.com/meishi/164087252/,4.4,337,12.0,松江镇
CoCo都可（高东月亮湾店）,https://www.meituan.com/meishi/166013341/,4.2,397,12.0,高东/杨园
桂源铺（太平洋生活广场店）,https://www.meituan.com/meishi/161101776/,4.7,643,14.0,中原地区
快乐柠檬happylemon（金桥公园店）,https://www.meituan.com/meishi/99011359/,4.0,251,20.0,金桥
蜜雪冰城 冰淇淋·茶饮（上海工程技术大学店）,https://www.meituan.com/meishi/803216335/,4.2,296,7.0,松江大学城
悸动烧仙草（大川公路店）,https://www.meituan.com/meishi/1966648637/,4.2,82,15.0,惠南镇
CoCo都可（星空广场店）,https://www.meituan.com/meishi/180648179/,4.4,266,12.0,虹桥/古北
7分甜（长风大悦城店）,https://www.meituan.com/meishi/1430741393/,4.4,311,20.0,长风公园/华师大
CoCo都可（文汇四期店）,https://www.meituan.com/meishi/164488199/,4.4,161,13.0,松江大学城
快乐柠檬happylemon（金山万达店）,https://www.meituan.com/meishi/50461908/,4.6,314,20.0,金山卫
7分甜（联合广场店）,https://www.meituan.com/meishi/1309588400/,4.0,217,20.0,控江地区
1点点（江浦店）,https://www.meituan.com/meishi/150590167/,4.3,0,16.0,控江地区
7分甜（上海松江开元地中海店）,https://www.meituan.com/meishi/871771411/,4.8,450,20.0,松江大学城
悸动烧仙草（青村店）,https://www.meituan.com/meishi/4643234/,3.9,136,15.0,奉贤区
1点点（徐泾家乐福店）,https://www.meituan.com/meishi/150562738/,3.9,0,16.0,徐泾
7分甜（上海古北家乐福店）,https://www.meituan.com/meishi/1762764265/,4.7,51,20.0,虹桥/古北
桂源铺（四川北路店）,https://www.meituan.com/meishi/101738548/,4.3,451,16.0,虹口足球场/鲁迅公园
OT另茶（华润时代店）,https://www.meituan.com/meishi/949507593/,4.3,3,25.0,八佰伴
1点点（周浦绿地乐和城店）,https://www.meituan.com/meishi/962861980/,3.7,0,16.0,康桥/周浦
厝内小眷村（疏影路店）,https://www.meituan.com/meishi/168197958/,4.1,17,27.0,莘庄
1点点（长岛店）,https://www.meituan.com/meishi/90432813/,3.9,0,16.0,金桥
1点点（嘉定大融城店）,https://www.meituan.com/meishi/164178931/,4.2,0,17.0,马陆镇
1点点（新村路店）,https://www.meituan.com/meishi/91449782/,4.3,0,18.0,中山北路/甘泉地区
快乐柠檬happylemon（百联金山店）,https://www.meituan.com/meishi/483552/,4.2,148,15.0,金山卫
HEY JUICE茶桔便（宜山店）,https://www.meituan.com/meishi/178115145/,4.1,40,15.0,光启城
桂源铺（国和1000店）,https://www.meituan.com/meishi/1882779159/,4.8,264,20.0,中原地区
桂源铺（马戏城二店）,https://www.meituan.com/meishi/162906143/,4.3,322,15.0,大宁地区
1点点（施湾沃尔玛店）,https://www.meituan.com/meishi/613381796/,3.7,0,0.0,浦东机场/机场镇
LINLEE·手打柠檬茶（东昌路店）,https://www.meituan.com/meishi/1874118238/,4.2,2,22.0,陆家嘴
7分甜（上海静安晶品店）,https://www.meituan.com/meishi/189955260/,4.3,280,17.0,南京西路
快乐柠檬happylemon（机场镇店）,https://www.meituan.com/meishi/73524967/,4.0,121,19.0,浦东机场/机场镇
7分甜（上海杨浦中原欧尚店）,https://www.meituan.com/meishi/1180394528/,4.5,125,20.0,中原地区
1点点（长宁88店）,https://www.meituan.com/meishi/157369767/,4.2,0,15.0,曹家渡
1点点（曹杨路店）,https://www.meituan.com/meishi/169645788/,4.2,0,17.0,曹杨地区
悸动烧仙草（闵行龙宜路店）,https://www.meituan.com/meishi/1352079965/,4.1,47,16.0,合川路
悸动烧仙草（颛桥颛盛路店）,https://www.meituan.com/meishi/1859490235/,4.2,130,15.0,颛桥/北桥
1点点（上海中心店）,https://www.meituan.com/meishi/1633839995/,3.6,0,18.0,陆家嘴
